"datetime","excel_datetime_code","excel_day","excel_time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"7/1/2010 0:00","40360","40360","0","16.701","10.296","78.4","0.2124","14.768","12.896","68.3","0.0962","16.82","11.88","76.6","0.423"
"7/1/2010 1:00","40360.04167","40360","0.041666667","16.344","10.075","81.9","0.2124","14.673","12.074","72.3","0.0962","16.439","10.81","80","0.4237"
"7/1/2010 2:00","40360.08333","40360","0.083333333","16.034","9.706","82.5","0.2124","14.553","11.54","74","0.0962","16.129","10.687","84.6","0.4237"
"7/1/2010 3:00","40360.125","40360","0.125","15.748","9.41","83.3","0.2109","14.457","11.443","74.4","0.0962","15.796","10.173","83.4","0.4237"
"7/1/2010 4:00","40360.16667","40360","0.166666667","15.509","9.139","84.1","0.2124","14.337","11.029","74.8","0.0962","15.509","10.124","84.7","0.4237"
"7/1/2010 5:00","40360.20833","40360","0.208333333","15.27","8.792","85.3","0.2131","14.242","10.785","77.1","0.0962","15.199","9.756","86.4","0.4237"
"7/1/2010 6:00","40360.25","40360","0.25","15.079","10.394","85.3","0.2131","14.146","11.759","77.5","0.0962","14.96","12.92","83.6","0.4237"
"7/1/2010 7:00","40360.29167","40360","0.291666667","15.079","15.199","80.5","0.2124","14.098","13.738","77.6","0.0962","14.816","16.749","75.9","0.4237"
"7/1/2010 8:00","40360.33333","40360","0.333333333","15.39","18.461","70.2","0.2131","14.098","15.963","72.1","0.0947","14.864","19.96","67.3","0.4237"
"7/1/2010 9:00","40360.375","40360","0.375","15.915","20.579","60.4","0.2131","14.194","17.701","64.3","0.0933","15.055","21.413","59.6","0.423"
"7/1/2010 10:00","40360.41667","40360","0.416666667","16.606","20.817","50.2","0.2131","14.337","18.889","53.6","0.0918","15.438","22.513","51.6","0.4223"
"7/1/2010 11:00","40360.45833","40360","0.458333333","17.082","20.793","50.8","0.2109","14.457","19.056","50.9","0.0904","16.129","20.698","53.4","0.4223"
"7/1/2010 12:00","40360.5","40360","0.5","17.439","20.031","48.3","0.2102","14.553","19.246","48.5","0.0882","16.868","20.198","51.4","0.4216"
"7/1/2010 13:00","40360.54167","40360","0.541666667","17.891","22.944","45.8","0.2095","14.649","20.65","47.3","0.0867","17.629","22.417","49","0.4216"
"7/1/2010 14:00","40360.58333","40360","0.583333333","18.343","23.472","45.3","0.2095","14.768","20.889","46.9","0.0845","18.295","22.705","48","0.4216"
"7/1/2010 15:00","40360.625","40360","0.625","18.794","23.184","40.7","0.2087","14.864","20.936","42.2","0.0824","19.175","22.345","44.6","0.4201"
"7/1/2010 16:00","40360.66667","40360","0.666666667","19.127","22.8","38.5","0.2058","14.936","21.151","40.1","0.0809","19.722","21.461","41.3","0.4201"
