"datetime","excel_datetime_code","excel_day","excel_time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"10/1/2010 0:00","40452","40452","0","13.088","12.316","84.8","0.216","14.17","13.064","82.4","0.0787","13.473","12.799","85.7","0.8479"
"10/1/2010 1:00","40452.04167","40452","0.041666667","13.04","11.807","82.6","0.2131","14.098","12.678","80.8","0.078","13.305","12.534","83.2","0.8479"
"10/1/2010 2:00","40452.08333","40452","0.083333333","12.968","11.565","82.7","0.2146","14.002","12.195","80.7","0.0787","13.04","12.147","83","0.8479"
"10/1/2010 3:00","40452.125","40452","0.125","12.871","11.127","84.3","0.2138","13.906","11.807","82.6","0.0787","12.751","11.467","84.4","0.8472"
"10/1/2010 4:00","40452.16667","40452","0.166666667","12.751","10.932","84.9","0.2146","13.81","11.565","83.8","0.0787","12.364","11.321","86","0.8479"
"10/1/2010 5:00","40452.20833","40452","0.208333333","12.606","10.785","83","0.2138","13.738","11.394","83.5","0.0787","12.098","11.127","84.4","0.8479"
"10/1/2010 6:00","40452.25","40452","0.25","12.485","9.854","84","0.2138","13.642","10.785","83.7","0.0787","11.783","10.541","84.5","0.8479"
"10/1/2010 7:00","40452.29167","40452","0.291666667","12.34","10.001","86.3","0.2131","13.57","10.59","85.2","0.0795","11.516","10.687","86.5","0.8479"
"10/1/2010 8:00","40452.33333","40452","0.333333333","12.195","12.098","79.3","0.2131","13.497","11.419","79.5","0.0795","11.443","11.832","80.4","0.8472"
"10/1/2010 9:00","40452.375","40452","0.375","12.171","13.112","68.7","0.2138","13.425","12.195","71.7","0.0787","11.419","12.871","70.5","0.8472"
"10/1/2010 10:00","40452.41667","40452","0.416666667","12.195","15.127","62","0.2131","13.401","13.353","66.7","0.078","11.734","15.581","63.3","0.8479"
"10/1/2010 11:00","40452.45833","40452","0.458333333","12.437","16.106","59.5","0.2124","13.401","14.409","64.9","0.0766","13.161","16.368","60.3","0.8486"
"10/1/2010 12:00","40452.5","40452","0.5","12.799","16.725","58","0.2116","13.449","14.96","62.4","0.0751","14.361","16.987","58.9","0.8494"
"10/1/2010 13:00","40452.54167","40452","0.541666667","13.137","16.63","58","0.2102","13.497","15.318","62.7","0.0736","15.27","17.938","58.6","0.8494"
"10/1/2010 14:00","40452.58333","40452","0.583333333","13.329","16.296","58.5","0.2095","13.546","15.079","62.8","0.0722","15.915","16.796","58.4","0.8501"
"10/1/2010 15:00","40452.625","40452","0.625","13.473","17.034","56.8","0.2095","13.594","15.223","61.9","0.0707","15.724","16.177","58.1","0.8501"
"10/1/2010 16:00","40452.66667","40452","0.666666667","13.57","14.697","57.6","0.2087","13.618","14.409","61.9","0.0686","15.223","15.318","58.4","0.8501"
"10/1/2010 17:00","40452.70833","40452","0.708333333","13.57","13.81","61.5","0.208","13.618","13.642","65.8","0.0678","14.864","14.194","61.8","0.8501"
"10/1/2010 18:00","40452.75","40452","0.75","13.425","12.678","63.8","0.2051","13.594","12.775","67.1","0.0671","14.194","12.92","64.3","0.8494"
"10/1/2010 19:00","40452.79167","40452","0.791666667","13.233","10.075","65.8","0.2058","13.546","11.005","67.1","0.0671","13.377","11.151","65.6","0.8494"
"10/1/2010 20:00","40452.83333","40452","0.833333333","12.92","8.245","76.3","0.2058","13.449","9.805","74.9","0.0671","12.582","8.891","76.9","0.8486"
"10/1/2010 21:00","40452.875","40452","0.875","12.558","8.792","81.6","0.2058","13.353","10.198","77.5","0.0671","12.122","9.608","81.7","0.8486"
