"datetime","excel_datetime_code","excel_day","excel_time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"4/1/2010 0:00","40269","40269","0","2.823","4.584","74.3","0.2204","4.792","4.947","73.3","0.1281","8.469","4.454","82.2","0.4521"
"4/1/2010 1:00","40269.04167","40269","0.041666667","2.45","3.564","76.7","0.2204","4.714","4.376","75.8","0.1288","8.344","3.485","83.3","0.4528"
"4/1/2010 2:00","40269.08333","40269","0.083333333","2.182","3.274","78.4","0.2204","4.636","3.958","77.3","0.1288","8.22","3.406","84.3","0.4535"
"4/1/2010 3:00","40269.125","40269","0.125","1.994","3.512","79.6","0.2204","4.584","4.037","78.3","0.1288","8.095","3.617","85.7","0.4535"
"4/1/2010 4:00","40269.16667","40269","0.166666667","1.859","3.274","80.6","0.2204","4.532","3.722","79.2","0.1288","7.995","3.354","85.8","0.4542"
"4/1/2010 5:00","40269.20833","40269","0.208333333","1.697","3.089","82.1","0.2204","4.48","3.617","80","0.1288","7.895","3.327","86.5","0.4542"
"4/1/2010 6:00","40269.25","40269","0.25","1.561","3.512","79.9","0.2204","4.428","3.696","79.2","0.1296","7.795","4.324","84.6","0.455"
"4/1/2010 7:00","40269.29167","40269","0.291666667","1.453","3.512","76.6","0.2196","4.376","3.643","75.4","0.1296","7.695","3.958","79.5","0.455"
"4/1/2010 8:00","40269.33333","40269","0.333333333","1.344","4.298","77.2","0.2204","4.35","4.115","77.1","0.1303","7.594","5.693","78.9","0.4557"
"4/1/2010 9:00","40269.375","40269","0.375","1.425","9.015","69.6","0.2225","4.324","7.469","73.2","0.1296","7.494","8.767","74","0.455"
"4/1/2010 10:00","40269.41667","40269","0.416666667","1.913","11.856","59.1","0.2254","4.402","10.785","62.7","0.1296","7.444","12.098","64.1","0.4557"
"4/1/2010 11:00","40269.45833","40269","0.458333333","2.77","13.04","53.4","0.2254","4.584","11.759","55.4","0.1296","7.494","13.618","56.5","0.4542"
"4/1/2010 12:00","40269.5","40269","0.5","3.775","13.642","52.3","0.2247","4.818","12.944","54.2","0.1288","7.67","14.864","54.1","0.4528"
"4/1/2010 13:00","40269.54167","40269","0.541666667","4.74","13.449","50.6","0.2276","5.024","13.522","52.4","0.1296","7.995","15.079","50.3","0.4506"
"4/1/2010 14:00","40269.58333","40269","0.583333333","5.745","13.882","49.7","0.2291","5.282","12.703","50.9","0.1296","8.394","14.074","54.3","0.4484"
"4/1/2010 15:00","40269.625","40269","0.625","6.535","15.103","49.6","0.2284","5.488","13.401","52.2","0.1281","8.841","14.29","54","0.447"
"4/1/2010 16:00","40269.66667","40269","0.666666667","7.343","16.082","47.9","0.2276","5.642","14.553","51.2","0.1281","9.238","15.605","53.2","0.4463"
