"datetime","excel_datetime_code","excel_day","excel_time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"8/1/2010 0:00","40391","40391","0","18.557","16.868","90.8","0.1448","17.819","17.891","87.8","0.0257","19.46","17.891","94.3","0.3823"
"8/1/2010 1:00","40391.04167","40391","0.041666667","18.461","17.249","91.3","0.1448","17.796","18.081","88.5","0.0257","19.294","17.677","94.7","0.3809"
"8/1/2010 2:00","40391.08333","40391","0.083333333","18.343","16.796","91.8","0.1448","17.796","17.819","89.5","0.0257","19.127","17.558","95","0.3809"
"8/1/2010 3:00","40391.125","40391","0.125","18.224","17.082","92.1","0.1448","17.772","17.629","90","0.0257","18.985","17.582","95.2","0.3816"
"8/1/2010 4:00","40391.16667","40391","0.166666667","18.152","16.892","92.1","0.1463","17.748","17.772","90.1","0.0257","18.889","17.463","95.4","0.3816"
"8/1/2010 5:00","40391.20833","40391","0.208333333","18.105","16.749","92.2","0.1448","17.724","17.653","89.7","0.0257","18.818","17.32","95.5","0.3809"
"8/1/2010 6:00","40391.25","40391","0.25","18.057","16.701","92.2","0.1441","17.701","17.391","89.2","0.0257","18.699","17.368","95.5","0.3816"
"8/1/2010 7:00","40391.29167","40391","0.291666667","18.01","19.888","90","0.1448","17.677","18.271","89","0.0257","18.747","21.008","92.7","0.3816"
"8/1/2010 8:00","40391.33333","40391","0.333333333","18.224","22.657","82","0.1405","17.701","20.507","86.1","0.0257","19.056","23.617","81","0.3816"
"8/1/2010 9:00","40391.375","40391","0.375","18.604","23.376","76.9","0.1397","17.796","21.7","81","0.0257","19.651","24.726","77.5","0.3809"
"8/1/2010 10:00","40391.41667","40391","0.416666667","19.08","23.713","74.6","0.1405","17.986","22.178","78.1","0.025","20.722","24.677","74.7","0.3809"
"8/1/2010 11:00","40391.45833","40391","0.458333333","19.341","24.243","73.1","0.1412","18.152","22.561","76.5","0.0243","23.472","25.065","73.4","0.3809"
"8/1/2010 12:00","40391.5","40391","0.5","19.722","24.75","71.5","0.1397","18.295","22.824","75.5","0.0243","24.774","24.436","74.4","0.3809"
"8/1/2010 13:00","40391.54167","40391","0.541666667","20.246","25.914","67","0.1376","18.414","23.521","70.7","0.0235","24.243","24.726","73.1","0.3809"
"8/1/2010 14:00","40391.58333","40391","0.583333333","20.579","25.623","62.3","0.1354","18.509","23.424","65.8","0.0228","23.521","25.137","68.7","0.3802"
"8/1/2010 15:00","40391.625","40391","0.625","20.793","25.623","64.3","0.1303","18.557","23.208","67.1","0.0221","23.833","24.195","70.6","0.3802"
"8/1/2010 16:00","40391.66667","40391","0.666666667","20.889","23.857","66.2","0.1325","18.604","22.369","68.5","0.0214","23.304","23.232","72","0.3794"
"8/1/2010 17:00","40391.70833","40391","0.708333333","20.817","22.968","67.8","0.131","18.58","22.13","68.1","0.0214","22.944","22.585","71.7","0.3802"
"8/1/2010 18:00","40391.75","40391","0.75","20.674","22.082","69.6","0.1296","18.557","21.772","68.9","0.0214","22.465","22.417","70.9","0.3802"
"8/1/2010 19:00","40391.79167","40391","0.791666667","20.484","20.293","72.4","0.1281","18.557","21.246","70","0.0206","22.034","21.724","70.8","0.3802"
"8/1/2010 20:00","40391.83333","40391","0.833333333","20.246","18.628","77.7","0.1274","18.533","20.126","73.9","0.0206","21.533","20.46","73.2","0.3802"
"8/1/2010 21:00","40391.875","40391","0.875","19.912","18.176","79.5","0.1252","18.485","19.722","76.1","0.0199","20.984","19.246","77.6","0.3802"
"8/1/2010 22:00","40391.91667","40391","0.916666667","19.555","17.772","81.5","0.1245","18.414","19.341","77.9","0.0199","20.531","18.533","83.5","0.3802"
"8/1/2010 23:00","40391.95833","40391","0.958333333","19.246","17.106","84.9","0.123","18.343","18.699","81.2","0.0199","20.126","17.891","86.5","0.3802"
"8/2/2010 0:00","40392","40392","0","18.937","16.963","87.1","0.1259","18.271","18.295","84.1","0.0199","19.722","17.439","89.5","0.3802"
"8/2/2010 1:00","40392.04167","40392","0.041666667","18.652","17.272","88.5","0.1259","18.2","18.01","85.4","0.0199","19.413","17.272","91.6","0.3802"
"8/2/2010 2:00","40392.08333","40392","0.083333333","18.461","16.868","88.2","0.1274","18.129","17.796","85.5","0.0199","19.175","17.058","92.3","0.3802"
